"submission_id","bee_id","project_id","gender","age","question","answer"
"57703374","7084289","29377","['Male']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Flavour Variety'"
"57703525","5029257","29377","['Male']","['<=35']","bee.employment.industry","'Education'"
"57703593","6741068","29377","['Female']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Non-User"
"57703669","6812771","29377","['Male']","['<=35']","bee.location.country","'United Kingdom'"
"57703776","5754820","29377","['Male']","['<=35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Price'"
"57703822","5314349","29377","['Male']","['<=35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703881","7039735","29377","['Female']","['>35']","bee.household_income.uk","'Medium income'"
"57703897","6907547","29377","['Male']","['>35']","What reasons may explain these perceived differences or lack of differences?","'Flavour Variety'"
"57703901","5435920","29377","['Male']","['<=35']","What brands of treats and toys do you usually buy for your pet?","Webbox'"
"57703327","5340050","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with other brands"
"57703345","7083386","29377","['Female']","['>35']","brand.awareness#petcare","'Familiar with Mars brands"
"57703358","5079390","29377","['Female']","['<=35']","bee.household_income.uk","'Medium income'"
"57703358","5079390","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with Mars brands'"
"57703368","6842612","29377","['Female']","['<=35']","bee.household_composition","'I live alone'"
"57703397","3216531","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Harrington’s"
"57703565","2485182","29377","['Male']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Usability' \"\"Pet's Preference\"\" 'Flavour Variety"
"57703567","6857517","29377","['Female']","['<=35']","bee.household_composition","'Partner / spouse"
"57703599","7036682","29377","['Male']","['<=35']","Why have you stopped using these products or brands?","'Limited Availability'"
"57703614","5316863","29377","['Female']","['>35']","opinion.conversation_quality","'5 - Perfect / amazing'"
"57703659","7109546","29377","['Female']","['<=35']","bee.employment.industry","'Banking / Accounting / Financial services'"
"57703720","5203753","29377","['Female']","['<=35']","bee.children.age_under_18","'1'"
"57703743","6826323","29377","['Male']","['<=35']","bee.location.country","'United Kingdom'"
"57703769","7111621","29377","['Female']","['>35']","bee.pet.types","Fish"
"57703846","5976606","29377","['Male']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703846","5976606","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","'Pedigree Dentastix"
"57703876","5056972","29377","['Female']","['>35']","bee.ethnicity","'White'"
"57703877","2770203","29377","['Female']","['>35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703404","4215276","29377","['Male']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Flavour Variety"
"57703508","2112811","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Purina Dentalife'"
"57703525","5029257","29377","['Male']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Somewhat unlikely'"
"57703565","2485182","29377","['Male']","['>35']","opinion.mars_vs_others#petcare","'Somewhat similar'"
"57703580","7133771","29377","['Male']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Quality of Products"
"57703593","6741068","29377","['Female']","['<=35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Safety"
"57703593","6741068","29377","['Female']","['<=35']","Why have you stopped using these products or brands?","Limited Portion Sizes'"
"57703595","6828159","29377","['Male']","['<=35']","purchase.brand.last_6_months#petcare.treat","Hi Life"
"57703609","5653795","29377","['Female']","['>35']","bee.household_composition","'Partner / spouse'"
"57703651","5935696","29377","['Male']","['>35']","brand.awareness#petcare","'Familiar with other brands"
"57703665","5664649","29377","['Female']","['<=35']","bee.pet.types","Other'"
"57703685","7134077","29377","['Female']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Unaware'"
"57703720","5203753","29377","['Female']","['<=35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703731","4384636","29377","['Male']","['>35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703866","7058230","29377","['Male']","['<=35']","brand.rejection.last_6_months#petcare.dog","'Cesar"
"57703344","4659612","29377","['Male']","['>35']","bee.pet.types","'Dog'"
"57703358","5079390","29377","['Female']","['<=35']","bee.employment.industry","'Healthcare / Social care'"
"57703404","4215276","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","'None of these'"
"57703442","2768736","29377","['Male']","['<=35']","What brands of treats and toys do you usually buy for your pet?","'Pedigree'"
"57703551","2033271","29377","['Female']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners"
"57703555","7134723","29377","['Female']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","Outdoor Games / Activities'"
"57703599","7036682","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with other brands"
"57703702","6832573","29377","['Female']","['>35']","bee.pet.types","'Dog'"
"57703877","2770203","29377","['Female']","['>35']","What reasons may explain these perceived differences or lack of differences?","'Price'"
"57703897","6907547","29377","['Male']","['>35']","bee.pet.types","'Dog"
"57703350","4956890","29377","['Male']","['>35']","bee.household_income.usa","'High income'"
"57703358","5079390","29377","['Female']","['<=35']","bee.survey.awareness.source","'I received a push notification on my phone'"
"57703563","7041535","29377","['Male']","['<=35']","bee.birth_year","'1997'"
"57703769","7111621","29377","['Female']","['>35']","bee.household_income.usa","'Medium income'"
"57703822","5314349","29377","['Male']","['<=35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","Dog Treats'"
"57703866","7058230","29377","['Male']","['<=35']","What reasons may explain these perceived differences or lack of differences?","Pet Preference"
"57703866","7058230","29377","['Male']","['<=35']","purchase.brand.last_6_months#petcare.treat","'Pedigree"
"57703876","5056972","29377","['Female']","['>35']","bee.employment.industry","'Retail'"
"57703878","6254063","29377","['Female']","['>35']","bee.children.ages","'10-12"
"57703897","6907547","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","'Cesar"
"57703989","7043084","29377","['Female']","['>35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703989","7043084","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with other brands"
"57703525","5029257","29377","['Male']","['<=35']","bee.household_income.usa","'Medium income'"
"57703527","5561640","29377","['Male']","['<=35']","bee.birth_year","'1993'"
"57703567","6857517","29377","['Female']","['<=35']","bee.survey.awareness.source","'I received a push notification on my phone'"
"57703599","7036682","29377","['Male']","['<=35']","purchase.brand.last_6_months#petcare.treat","'Pedigree"
"57703651","5935696","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with retailer label brands"
"57703846","5976606","29377","['Male']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Nutrition' \"\"Pet's Preference\"\"\""
"57703846","5976606","29377","['Male']","['>35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'Pet Dislikes Them'"
"57703897","6907547","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with other brands'"
"57703989","7043084","29377","['Female']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Health Benefits"
"57703989","7043084","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","Wagg"
"57703327","5340050","29377","['Male']","['>35']","bee.pet.types","Cat'"
"57703345","7083386","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with other brands'"
"57703362","6995212","29377","['Male']","['>35']","bee.employment.industry","'Advertising / Marketing / PR / Market research'"
"57703507","3538785","29377","['Male']","['>35']","bee.location.country","'United Kingdom'"
"57703555","7134723","29377","['Female']","['>35']","opinion.mars_vs_others#petcare","'Neither different nor similar'"
"57703614","5316863","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","'Wagg"
"57703651","5935696","29377","['Male']","['>35']","bee.location.country","'United Kingdom'"
"57703669","6812771","29377","['Male']","['<=35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Treats'"
"57703822","5314349","29377","['Male']","['<=35']","brand.rejection.last_6_months#petcare.dog","'None of these'"
"57703846","5976606","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Negative'"
"57703897","6907547","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","'Pedigree Dentastix'"
"57703344","4659612","29377","['Male']","['>35']","bee.raw_age","46.0"
"57703417","5305221","29377","['Female']","['<=35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","Dog Treats'"
"57703527","5561640","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with Mars brands'"
"57703551","2033271","29377","['Female']","['>35']","bee.relationship_status","'Married / Civil partnered'"
"57703555","7134723","29377","['Female']","['>35']","bee.pet.types","'Dog'"
"57703632","3168672","29377","['Female']","['<=35']","bee.household_composition","'Friends / roommates'"
"57703702","6832573","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive'"
"57703731","4384636","29377","['Male']","['>35']","bee.location.country","'United Kingdom'"
"57703731","4384636","29377","['Male']","['>35']","product.brand.switch.likelihood#petcare.dog","'Somewhat unlikely'"
"57703878","6254063","29377","['Female']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Quality"
"57703374","7084289","29377","['Male']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Very unlikely'"
"57703407","7045340","29377","['Male']","['>35']","bee.pet.types","'Dog'"
"57703525","5029257","29377","['Male']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Unsure'"
"57703769","7111621","29377","['Female']","['>35']","What reasons may explain these perceived differences or lack of differences?","'Pet Preference"
"57703877","2770203","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Unaware'"
"57703989","7043084","29377","['Female']","['>35']","opinion.conversation_quality","'3'"
"57703327","5340050","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","Harrington’s"
"57703404","4215276","29377","['Male']","['>35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Multiple times in a week'"
"57703407","7045340","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Unaware'"
"57703595","6828159","29377","['Male']","['<=35']","purchase.brand.last_6_months#petcare.treat","Wagg"
"57703609","5653795","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Positive'"
"57703614","5316863","29377","['Female']","['>35']","Why have you stopped using these products or brands?","'To Try Something New'"
"57703651","5935696","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with other brands'"
"57703665","5664649","29377","['Female']","['<=35']","bee.location.country","'United Kingdom'"
"57703731","4384636","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with other brands"
"57703901","5435920","29377","['Male']","['<=35']","opinion.conversation_quality","'3'"
"57703350","4956890","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","Purina Dentalife'"
"57703362","6995212","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Positive'"
"57703362","6995212","29377","['Male']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Toys'"
"57703368","6842612","29377","['Female']","['<=35']","bee.children.age_under_18","'0'"
"57703417","5305221","29377","['Female']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive'"
"57703417","5305221","29377","['Female']","['<=35']","bee.household_income.uk","'High income'"
"57703565","2485182","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","Pedigree Dentastix"
"57703595","6828159","29377","['Male']","['<=35']","purchase.brand.last_6_months#petcare.treat","Pooch & Mutt"
"57703630","6966970","29377","['Female']","['<=35']","bee.birth_year","'1996'"
"57703651","5935696","29377","['Male']","['>35']","What brands of treats and toys do you usually buy for your pet?","'No Brand Loyalty'"
"57703659","7109546","29377","['Female']","['<=35']","What brands of treats and toys do you usually buy for your pet?","'Pedigree'"
"57703769","7111621","29377","['Female']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Nutrition'"
"57703877","2770203","29377","['Female']","['>35']","opinion.bonding_moment.treats_vs_toys#petcare","'Neither treats nor toys are more appealing'"
"57703404","4215276","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","Winalot'"
"57703417","5305221","29377","['Female']","['<=35']","Why have you stopped using these products or brands?","Better Alternatives'"
"57703565","2485182","29377","['Male']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Treats'"
"57703580","7133771","29377","['Male']","['<=35']","bee.relationship_status","'Single'"
"57703593","6741068","29377","['Female']","['<=35']","What brands of treats and toys do you usually buy for your pet?","Pets at Home'"
"57703601","7109202","29377","['Female']","['<=35']","bee.birth_year","'1995'"
"57703632","3168672","29377","['Female']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","Responsible Owners'"
"57703665","5664649","29377","['Female']","['<=35']","bee.ethnicity","'White'"
"57703731","4384636","29377","['Male']","['>35']","bee.employment_status","'Employed full time'"
"57703866","7058230","29377","['Male']","['<=35']","bee.household_composition","'Parents'"
"57703901","5435920","29377","['Male']","['<=35']","bee.ethnicity","'Mixed / multiple ethnic groups'"
"57703327","5340050","29377","['Male']","['>35']","bee.pet.types","'Dog"
"57703345","7083386","29377","['Female']","['>35']","What brands of treats and toys do you usually buy for your pet?","'Supermarket Own Label (Unspecified)"
"57703358","5079390","29377","['Female']","['<=35']","bee.relationship_status","'Married / Civil partnered'"
"57703374","7084289","29377","['Male']","['<=35']","What brands of treats and toys do you usually buy for your pet?","Pets at Home'"
"57703374","7084289","29377","['Male']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Wealthy Individuals'"
"57703374","7084289","29377","['Male']","['<=35']","bee.children.ages","\"\"\"I don't have children aged under 18\"\"\""
"57703527","5561640","29377","['Male']","['<=35']","What brands of treats and toys do you usually buy for your pet?","'Bakers"
"57703551","2033271","29377","['Female']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Treats'"
"57703601","7109202","29377","['Female']","['<=35']","bee.children.age_under_18","'0'"
"57703630","6966970","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with other brands'"
"57703685","7134077","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Winalot"
"57703866","7058230","29377","['Male']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Nutritional Content"
"57703878","6254063","29377","['Female']","['>35']","product.brand.switch.likelihood#petcare.dog","'Very likely'"
"57703881","7039735","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with Mars brands'"
"57703881","7039735","29377","['Female']","['>35']","bee.mobile_op_sys","None"
"57703358","5079390","29377","['Female']","['<=35']","bee.household_composition","'Partner / spouse'"
"57703555","7134723","29377","['Female']","['>35']","bee.mobile_op_sys","None"
"57703731","4384636","29377","['Male']","['>35']","opinion.mars_vs_others#petcare","'Neither different nor similar'"
"57703846","5976606","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","Pedigree Dentastix'"
"57703897","6907547","29377","['Male']","['>35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Once a week'"
"57703345","7083386","29377","['Female']","['>35']","bee.raw_age","47.0"
"57703397","3216531","29377","['Female']","['<=35']","bee.household_income.uk","'Medium income'"
"57703417","5305221","29377","['Female']","['<=35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703442","2768736","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with retailer label brands"
"57703551","2033271","29377","['Female']","['>35']","brand.awareness#petcare","'Familiar with Mars brands"
"57703551","2033271","29377","['Female']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703567","6857517","29377","['Female']","['<=35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'No Reasons / Would Choose Brand'"
"57703580","7133771","29377","['Male']","['<=35']","bee.birth_year","'2003'"
"57703595","6828159","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with Mars brands"
"57703609","5653795","29377","['Female']","['>35']","brand.awareness#petcare","'Familiar with other brands"
"57703651","5935696","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive"
"57703669","6812771","29377","['Male']","['<=35']","bee.raw_age","20.0"
"57703731","4384636","29377","['Male']","['>35']","What brands of treats and toys do you usually buy for your pet?","Pedigree'"
"57703989","7043084","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","Cesar"
"57703350","4956890","29377","['Male']","['>35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'High Price'"
"57703442","2768736","29377","['Male']","['<=35']","bee.pet.types","'Dog"
"57703507","3538785","29377","['Male']","['>35']","bee.raw_age","68.0"
"57703508","2112811","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with Mars brands"
"57703527","5561640","29377","['Male']","['<=35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703555","7134723","29377","['Female']","['>35']","What reasons may explain these perceived differences or lack of differences?","Product Format'"
"57703595","6828159","29377","['Male']","['<=35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'High Price'"
"57703599","7036682","29377","['Male']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive'"
"57703665","5664649","29377","['Female']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Wealthy Individuals'"
"57703665","5664649","29377","['Female']","['<=35']","bee.relationship_status","'Single'"
"57703720","5203753","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Pet Preference'"
"57703776","5754820","29377","['Male']","['<=35']","bee.birth_year","'1988'"
"57703881","7039735","29377","['Female']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Working Class Individuals'"
"57703901","5435920","29377","['Male']","['<=35']","opinion.mars_vs_others#petcare","'Somewhat similar'"
"57703901","5435920","29377","['Male']","['<=35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Multiple times in a week'"
"57703350","4956890","29377","['Male']","['>35']","brand.awareness#petcare","'Familiar with other brands"
"57703362","6995212","29377","['Male']","['>35']","bee.household_income.usa","'Medium income'"
"57703397","3216531","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with Mars brands"
"57703397","3216531","29377","['Female']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Very likely'"
"57703720","5203753","29377","['Female']","['<=35']","bee.children.ages","'4-6'"
"57703731","4384636","29377","['Male']","['>35']","brand.awareness#petcare","'Familiar with other brands"
"57703776","5754820","29377","['Male']","['<=35']","opinion.conversation_quality","'1 - Terrible'"
"57703878","6254063","29377","['Female']","['>35']","bee.relationship_status","'Married / Civil partnered'"
"57703878","6254063","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","Purina Dentalife"
"57703881","7039735","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Positive'"
"57703997","7095472","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Brand Reputation'"
"57703997","7095472","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Webbox'"
"57703358","5079390","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Baker’s"
"57703397","3216531","29377","['Female']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Treats are somewhat more appealing'"
"57703417","5305221","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","Flavour Variety'"
"57703417","5305221","29377","['Female']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","All / Any Kinds of Owners"
"57703507","3538785","29377","['Male']","['>35']","opinion.mars_vs_others#petcare","'Somewhat similar'"
"57703525","5029257","29377","['Male']","['<=35']","bee.relationship_status","'Single'"
"57703651","5935696","29377","['Male']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners'"
"57703776","5754820","29377","['Male']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Wealthy Individuals'"
"57703442","2768736","29377","['Male']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Unsure"
"57703593","6741068","29377","['Female']","['<=35']","bee.ethnicity","'White'"
"57703599","7036682","29377","['Male']","['<=35']","bee.ethnicity","'Asian / Asian British'"
"57703659","7109546","29377","['Female']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Neither treats nor toys are more appealing'"
"57703665","5664649","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Baker’s"
"57703685","7134077","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Pedigree"
"57703731","4384636","29377","['Male']","['>35']","bee.pet.types","'Dog'"
"57703866","7058230","29377","['Male']","['<=35']","opinion.mars_vs_others#petcare","'Somewhat different'"
"57703876","5056972","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Unaware'"
"57703878","6254063","29377","['Female']","['>35']","opinion.conversation_quality","'3'"
"57703901","5435920","29377","['Male']","['<=35']","bee.location.country","'United Kingdom'"
"57703327","5340050","29377","['Male']","['>35']","opinion.conversation_quality","'3'"
"57703345","7083386","29377","['Female']","['>35']","Why have you stopped using these products or brands?","'High Prices"
"57703374","7084289","29377","['Male']","['<=35']","bee.mobile_op_sys","None"
"57703508","2112811","29377","['Female']","['<=35']","opinion.conversation_quality","'3'"
"57703555","7134723","29377","['Female']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Toys"
"57703595","6828159","29377","['Male']","['<=35']","bee.location.country","'United Kingdom'"
"57703599","7036682","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with retailer label brands'"
"57703614","5316863","29377","['Female']","['>35']","bee.location.country","'United Kingdom'"
"57703614","5316863","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with retailer label brands"
"57703630","6966970","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","'Pedigree Dentastix"
"57703632","3168672","29377","['Female']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Neither treats nor toys are more appealing'"
"57703769","7111621","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","Hi Life'"
"57703822","5314349","29377","['Male']","['<=35']","brand.awareness#petcare","'Familiar with other brands"
"57703989","7043084","29377","['Female']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Quality"
"57703397","3216531","29377","['Female']","['<=35']","bee.pet.types","'Cat"
"57703407","7045340","29377","['Male']","['>35']","bee.children.ages","\"\"\"I don't have children aged under 18\"\"\""
"57703417","5305221","29377","['Female']","['<=35']","bee.pet.types","'Dog'"
"57703601","7109202","29377","['Female']","['<=35']","bee.location.country","'United Kingdom'"
"57703601","7109202","29377","['Female']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Extremely likely'"
"57703822","5314349","29377","['Male']","['<=35']","bee.mobile_op_sys","None"
"57703345","7083386","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Non-User"
"57703362","6995212","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","'Own label (e.g. Tesco, Sainsbury’s)"
"57703374","7084289","29377","['Male']","['<=35']","bee.household_income.usa","'High income'"
"57703527","5561640","29377","['Male']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'All / Any Kinds of Owners'"
"57703565","2485182","29377","['Male']","['>35']","bee.employment.industry","'Construction'"
"57703565","2485182","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","Own label (e.g. Tesco, Sainsbury’s)'"
"57703595","6828159","29377","['Male']","['<=35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Treats'"
"57703601","7109202","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with other brands'"
"57703720","5203753","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with other brands'"
"57703358","5079390","29377","['Female']","['<=35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Multiple times in a week'"
"57703362","6995212","29377","['Male']","['>35']","bee.household_income.uk","'Medium income'"
"57703368","6842612","29377","['Female']","['<=35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Multiple times in a week'"
"57703508","2112811","29377","['Female']","['<=35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Engagement'"
"57703555","7134723","29377","['Female']","['>35']","bee.relationship_status","'Single'"
"57703563","7041535","29377","['Male']","['<=35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Quality"
"57703567","6857517","29377","['Female']","['<=35']","bee.ethnicity","'White'"
"57703609","5653795","29377","['Female']","['>35']","bee.employment_status","'Employed full time'"
"57703614","5316863","29377","['Female']","['>35']","bee.household_composition","'I live alone'"
"57703614","5316863","29377","['Female']","['>35']","bee.household_income.uk","'Medium income'"
"57703651","5935696","29377","['Male']","['>35']","bee.children.ages","'10-12'"
"57703769","7111621","29377","['Female']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","Trend Followers'"
"57703776","5754820","29377","['Male']","['<=35']","brand.awareness#petcare","'Familiar with other brands"
"57703846","5976606","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with other brands"
"57703866","7058230","29377","['Male']","['<=35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","Health Benefits'"
"57703385","7083729","29377","['Male']","['<=35']","bee.birth_year","'2002'"
"57703385","7083729","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with Mars brands"
"57703417","5305221","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with other brands"
"57703567","6857517","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Baker’s"
"57703595","6828159","29377","['Male']","['<=35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703609","5653795","29377","['Female']","['>35']","bee.mobile_op_sys","None"
"57703630","6966970","29377","['Female']","['<=35']","bee.mobile_op_sys","None"
"57703659","7109546","29377","['Female']","['<=35']","opinion.mars_vs_others#petcare","'Somewhat different'"
"57703685","7134077","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Unsure'"
"57703876","5056972","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with Mars brands"
"57703876","5056972","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","Own label (e.g. Tesco, Sainsbury’s)"
"57703877","2770203","29377","['Female']","['>35']","bee.household_composition","Partner / spouse'"
"57703601","7109202","29377","['Female']","['<=35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703614","5316863","29377","['Female']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Toys"
"57703614","5316863","29377","['Female']","['>35']","What reasons may explain these perceived differences or lack of differences?","'Pet Preference'"
"57703614","5316863","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with Mars brands"
"57703669","6812771","29377","['Male']","['<=35']","Why have you stopped using these products or brands?","Pet Dislikes Them'"
"57703769","7111621","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","'Own label (e.g. Tesco, Sainsbury’s)"
"57703846","5976606","29377","['Male']","['>35']","bee.mobile_op_sys","None"
